,zillow_zip,zillow_month_day,zillow_sales_value_index,zillow_month
27017,10001,2022-08-31,1649832.3126519062,2022-08
27195,10001,2022-09-30,1620276.442144945,2022-09
27373,10001,2022-10-31,1599035.1299562624,2022-10
27551,10001,2022-11-30,1581771.1802823762,2022-11
27729,10001,2022-12-31,1570895.833781401,2022-12
27907,10001,2023-01-31,1556967.379281976,2023-01
37,10002,2010-01-31,281017.2239004434,2010-01
215,10002,2010-02-28,280657.65765926684,2010-02
393,10002,2010-03-31,284114.5414743507,2010-03
571,10002,2010-04-30,286571.8708642864,2010-04
749,10002,2010-05-31,287095.26344507205,2010-05
927,10002,2010-06-30,287735.1258587764,2010-06
1105,10002,2010-07-31,288695.1188379223,2010-07
1283,10002,2010-08-31,291562.5427234217,2010-08
1461,10002,2010-09-30,294991.0559809527,2010-09
1639,10002,2010-10-31,298770.7036354283,2010-10
1817,10002,2010-11-30,299160.1652446051,2010-11
1995,10002,2010-12-31,298242.2785043139,2010-12
2173,10002,2011-01-31,295563.8174736952,2011-01
2351,10002,2011-02-28,296050.23477626144,2011-02
2529,10002,2011-03-31,297097.11784803314,2011-03
2707,10002,2011-04-30,300661.0945920521,2011-04
2885,10002,2011-05-31,304528.72939560155,2011-05
3063,10002,2011-06-30,307955.5087286474,2011-06
3241,10002,2011-07-31,308963.298593912,2011-07
3419,10002,2011-08-31,309994.45337667386,2011-08
3597,10002,2011-09-30,312316.4484420409,2011-09
3775,10002,2011-10-31,314497.24676065485,2011-10
3953,10002,2011-11-30,315440.36535428674,2011-11
4131,10002,2011-12-31,315542.7355695451,2011-12
4309,10002,2012-01-31,314768.3221890244,2012-01
4487,10002,2012-02-29,316131.53373504325,2012-02
4665,10002,2012-03-31,319116.9837922997,2012-03
4843,10002,2012-04-30,322859.5767605368,2012-04
5021,10002,2012-05-31,327416.7101125364,2012-05
5199,10002,2012-06-30,332300.9610313279,2012-06
5377,10002,2012-07-31,337692.4727991935,2012-07
5555,10002,2012-08-31,341566.89261085,2012-08
5733,10002,2012-09-30,344497.8086338739,2012-09
5911,10002,2012-10-31,345431.80003114557,2012-10
6089,10002,2012-11-30,344147.57450967404,2012-11
6267,10002,2012-12-31,341052.2644801422,2012-12
6445,10002,2013-01-31,343330.8973233442,2013-01
6623,10002,2013-02-28,348394.9712837905,2013-02
6801,10002,2013-03-31,354604.25227565545,2013-03
6979,10002,2013-04-30,353248.6955542417,2013-04
7157,10002,2013-05-31,349516.31519074354,2013-05
7335,10002,2013-06-30,346109.24245000066,2013-06
7513,10002,2013-07-31,347190.1289904453,2013-07
7691,10002,2013-08-31,350231.89586373983,2013-08
7869,10002,2013-09-30,355556.71343487967,2013-09
8047,10002,2013-10-31,363811.76377936685,2013-10
8225,10002,2013-11-30,369986.6540491678,2013-11
8403,10002,2013-12-31,374082.6258478922,2013-12
8581,10002,2014-01-31,378919.3651239882,2014-01
8759,10002,2014-02-28,388405.0190319338,2014-02
8937,10002,2014-03-31,399191.84656782134,2014-03
9115,10002,2014-04-30,404813.13056597393,2014-04
9293,10002,2014-05-31,407173.1487053598,2014-05
9471,10002,2014-06-30,407043.7367893046,2014-06
9649,10002,2014-07-31,406092.28265059757,2014-07
9827,10002,2014-08-31,404446.5886694861,2014-08
10005,10002,2014-09-30,404573.3535263324,2014-09
10183,10002,2014-10-31,408303.13973453216,2014-10
10361,10002,2014-11-30,411002.6419124126,2014-11
10539,10002,2014-12-31,411611.59160741343,2014-12
10717,10002,2015-01-31,421101.12139047007,2015-01
10895,10002,2015-02-28,441004.41537103854,2015-02
11073,10002,2015-03-31,466781.0846604795,2015-03
11251,10002,2015-04-30,483325.00824485143,2015-04
11429,10002,2015-05-31,492716.8541176245,2015-05
11607,10002,2015-06-30,498277.8816932097,2015-06
11785,10002,2015-07-31,504409.15267136134,2015-07
11963,10002,2015-08-31,511297.48579395405,2015-08
12141,10002,2015-09-30,518453.8765792069,2015-09
12319,10002,2015-10-31,526105.9097227354,2015-10
12497,10002,2015-11-30,530516.9632471312,2015-11
12675,10002,2015-12-31,536049.1487802677,2015-12
12853,10002,2016-01-31,539410.1842941135,2016-01
13031,10002,2016-02-29,544421.3452633222,2016-02
13209,10002,2016-03-31,548642.2752548945,2016-03
13387,10002,2016-04-30,551306.3415994188,2016-04
13565,10002,2016-05-31,552881.5047474322,2016-05
13743,10002,2016-06-30,553832.6169763269,2016-06
13921,10002,2016-07-31,557536.6913286458,2016-07
14099,10002,2016-08-31,561781.0718814054,2016-08
14277,10002,2016-09-30,567191.5689504519,2016-09
14455,10002,2016-10-31,572367.961784494,2016-10
14633,10002,2016-11-30,577050.9954442015,2016-11
14811,10002,2016-12-31,583111.390782006,2016-12
14989,10002,2017-01-31,591413.8175249526,2017-01
15167,10002,2017-02-28,608493.6070488379,2017-02
15345,10002,2017-03-31,623797.6320814941,2017-03
15523,10002,2017-04-30,636677.9698658952,2017-04
15701,10002,2017-05-31,639682.1948021863,2017-05
15879,10002,2017-06-30,641970.4744245752,2017-06
16057,10002,2017-07-31,639243.4131992469,2017-07
16235,10002,2017-08-31,637451.7815844048,2017-08
16413,10002,2017-09-30,633034.9002021081,2017-09
16591,10002,2017-10-31,653277.4274094299,2017-10
16769,10002,2017-11-30,693199.2312946422,2017-11
16947,10002,2017-12-31,752907.2774037775,2017-12
17125,10002,2018-01-31,803420.0683488226,2018-01
17303,10002,2018-02-28,838944.3148970054,2018-02
17481,10002,2018-03-31,860282.3124524201,2018-03
17659,10002,2018-04-30,879252.282198979,2018-04
17837,10002,2018-05-31,899673.3648461491,2018-05
18015,10002,2018-06-30,922245.3410324324,2018-06
18193,10002,2018-07-31,941354.1503560724,2018-07
18371,10002,2018-08-31,957702.2487396648,2018-08
18549,10002,2018-09-30,976473.2733331636,2018-09
18727,10002,2018-10-31,992962.5172950143,2018-10
18905,10002,2018-11-30,1001950.5136345684,2018-11
19083,10002,2018-12-31,1009510.646117944,2018-12
19261,10002,2019-01-31,993910.1655621013,2019-01
19439,10002,2019-02-28,969283.4253919469,2019-02
19617,10002,2019-03-31,925658.9602959593,2019-03
19795,10002,2019-04-30,900140.538103559,2019-04
19973,10002,2019-05-31,888767.6308262855,2019-05
20151,10002,2019-06-30,903974.952073339,2019-06
20329,10002,2019-07-31,934473.870280638,2019-07
20507,10002,2019-08-31,970278.938542716,2019-08
20685,10002,2019-09-30,992102.3788136905,2019-09
20863,10002,2019-10-31,995153.990922758,2019-10
21041,10002,2019-11-30,1001279.9931981723,2019-11
21219,10002,2019-12-31,1012931.8531783372,2019-12
21397,10002,2020-01-31,1027734.2851165151,2020-01
21575,10002,2020-02-29,1023827.9149683042,2020-02
21753,10002,2020-03-31,1012579.2127182615,2020-03
21931,10002,2020-04-30,1005261.9315365949,2020-04
22109,10002,2020-05-31,1014079.6977017827,2020-05
22287,10002,2020-06-30,1018509.0767132031,2020-06
22465,10002,2020-07-31,1020363.6566024151,2020-07
22643,10002,2020-08-31,1014610.2911442495,2020-08
22821,10002,2020-09-30,1021181.8448185772,2020-09
22999,10002,2020-10-31,1035016.6343896388,2020-10
23177,10002,2020-11-30,1052951.1882229634,2020-11
23355,10002,2020-12-31,1067706.0966612715,2020-12
23533,10002,2021-01-31,1077258.2854056342,2021-01
23711,10002,2021-02-28,1086005.5170481384,2021-02
23889,10002,2021-03-31,1092903.7752760209,2021-03
24067,10002,2021-04-30,1090568.2116313598,2021-04
24245,10002,2021-05-31,1090936.3228768057,2021-05
24423,10002,2021-06-30,1086253.7983543791,2021-06
24601,10002,2021-07-31,1082737.70237261,2021-07
24779,10002,2021-08-31,1065275.88765675,2021-08
24957,10002,2021-09-30,1046877.2826739616,2021-09
25135,10002,2021-10-31,1032994.4617294292,2021-10
25313,10002,2021-11-30,1027764.3810043519,2021-11
25491,10002,2021-12-31,1020068.1085661964,2021-12
25669,10002,2022-01-31,1014493.6876969165,2022-01
25847,10002,2022-02-28,1019932.4460061864,2022-02
26025,10002,2022-03-31,1045364.909366236,2022-03
26203,10002,2022-04-30,1075589.185088638,2022-04
26381,10002,2022-05-31,1098465.5561291068,2022-05
26559,10002,2022-06-30,1107305.2505210866,2022-06
26737,10002,2022-07-31,1101454.1385162605,2022-07
26915,10002,2022-08-31,1085434.1853035542,2022-08
27093,10002,2022-09-30,1064790.164458656,2022-09
27271,10002,2022-10-31,1048810.6550056662,2022-10
27449,10002,2022-11-30,1029572.4245767023,2022-11
27627,10002,2022-12-31,1007112.0514227314,2022-12
27805,10002,2023-01-31,981436.6922175596,2023-01
67,10003,2010-01-31,518532.9782523064,2010-01
245,10003,2010-02-28,508854.9320729742,2010-02
423,10003,2010-03-31,508351.08471590024,2010-03
601,10003,2010-04-30,510318.4985443761,2010-04
779,10003,2010-05-31,509627.0242480834,2010-05
957,10003,2010-06-30,509757.8830000204,2010-06
1135,10003,2010-07-31,512117.70374702476,2010-07
1313,10003,2010-08-31,520123.33347882953,2010-08
1491,10003,2010-09-30,530149.0351679235,2010-09
1669,10003,2010-10-31,537693.0295637377,2010-10
1847,10003,2010-11-30,536365.0752640578,2010-11
2025,10003,2010-12-31,532864.5427623101,2010-12
2203,10003,2011-01-31,530040.8673576721,2011-01
2381,10003,2011-02-28,534145.4701142338,2011-02
2559,10003,2011-03-31,539540.0836913893,2011-03
2737,10003,2011-04-30,547016.2643274708,2011-04
2915,10003,2011-05-31,555072.899449733,2011-05
3093,10003,2011-06-30,563877.6702243811,2011-06
3271,10003,2011-07-31,568211.2967147172,2011-07
3449,10003,2011-08-31,573144.1845766908,2011-08
3627,10003,2011-09-30,577657.7463865414,2011-09
3805,10003,2011-10-31,582099.8519660942,2011-10
3983,10003,2011-11-30,582478.1883542326,2011-11
4161,10003,2011-12-31,582512.7417570049,2011-12
4339,10003,2012-01-31,582556.9938120096,2012-01
4517,10003,2012-02-29,584667.7856344911,2012-02
4695,10003,2012-03-31,584776.6493833767,2012-03
4873,10003,2012-04-30,582293.2056288971,2012-04
5051,10003,2012-05-31,581059.9792327575,2012-05
5229,10003,2012-06-30,582082.6114511039,2012-06
5407,10003,2012-07-31,586443.6012073593,2012-07
5585,10003,2012-08-31,592712.0766707413,2012-08
5763,10003,2012-09-30,599538.3752073472,2012-09
5941,10003,2012-10-31,604977.1898251326,2012-10
6119,10003,2012-11-30,609446.6321196806,2012-11
6297,10003,2012-12-31,616533.751348886,2012-12
6475,10003,2013-01-31,629066.3731933767,2013-01
6653,10003,2013-02-28,641803.9523927575,2013-02
6831,10003,2013-03-31,651361.86777187,2013-03
7009,10003,2013-04-30,654658.705443599,2013-04
7187,10003,2013-05-31,654230.5190080787,2013-05
7365,10003,2013-06-30,652270.0115454365,2013-06
7543,10003,2013-07-31,653060.4078632927,2013-07
7721,10003,2013-08-31,658319.6853261596,2013-08
7899,10003,2013-09-30,670103.1459459277,2013-09
8077,10003,2013-10-31,686692.877503791,2013-10
8255,10003,2013-11-30,701343.7320787646,2013-11
8433,10003,2013-12-31,718875.1193749381,2013-12
8611,10003,2014-01-31,739090.8300972726,2014-01
8789,10003,2014-02-28,763925.1489518458,2014-02
8967,10003,2014-03-31,783417.0180828205,2014-03
9145,10003,2014-04-30,797655.4996256451,2014-04
9323,10003,2014-05-31,810975.4785592057,2014-05
9501,10003,2014-06-30,819459.4511433853,2014-06
9679,10003,2014-07-31,826564.6756597806,2014-07
9857,10003,2014-08-31,833243.866212248,2014-08
10035,10003,2014-09-30,847775.9411299695,2014-09
10213,10003,2014-10-31,869747.9289806425,2014-10
10391,10003,2014-11-30,889485.2032492891,2014-11
10569,10003,2014-12-31,906532.9023708284,2014-12
10747,10003,2015-01-31,913530.5554356051,2015-01
10925,10003,2015-02-28,919356.4345270437,2015-02
11103,10003,2015-03-31,921660.8146115659,2015-03
11281,10003,2015-04-30,922693.2782667836,2015-04
11459,10003,2015-05-31,928315.44385603,2015-05
11637,10003,2015-06-30,938153.8440041171,2015-06
11815,10003,2015-07-31,950403.1047445395,2015-07
11993,10003,2015-08-31,962168.39666521,2015-08
12171,10003,2015-09-30,968262.8809187718,2015-09
12349,10003,2015-10-31,979112.1757580278,2015-10
12527,10003,2015-11-30,987238.802465978,2015-11
12705,10003,2015-12-31,1006259.127435923,2015-12
12883,10003,2016-01-31,1026084.8386185577,2016-01
13061,10003,2016-02-29,1050388.771390437,2016-02
13239,10003,2016-03-31,1069943.3578183958,2016-03
13417,10003,2016-04-30,1084429.0278146241,2016-04
13595,10003,2016-05-31,1094047.9853846077,2016-05
13773,10003,2016-06-30,1098540.063472395,2016-06
13951,10003,2016-07-31,1102154.7977455098,2016-07
14129,10003,2016-08-31,1103995.4692571957,2016-08
14307,10003,2016-09-30,1107531.614917825,2016-09
14485,10003,2016-10-31,1113711.00142017,2016-10
14663,10003,2016-11-30,1122446.4326500164,2016-11
14841,10003,2016-12-31,1136476.463771424,2016-12
15019,10003,2017-01-31,1145321.882666107,2017-01
15197,10003,2017-02-28,1155939.1260751577,2017-02
15375,10003,2017-03-31,1158153.7526009064,2017-03
15553,10003,2017-04-30,1166624.6323344486,2017-04
15731,10003,2017-05-31,1164182.7655615895,2017-05
15909,10003,2017-06-30,1164299.7993509762,2017-06
16087,10003,2017-07-31,1157119.5794846937,2017-07
16265,10003,2017-08-31,1152611.6510996202,2017-08
16443,10003,2017-09-30,1139477.0006378146,2017-09
16621,10003,2017-10-31,1134923.659146153,2017-10
16799,10003,2017-11-30,1133344.0271347428,2017-11
16977,10003,2017-12-31,1146074.1602090802,2017-12
17155,10003,2018-01-31,1162380.90539989,2018-01
17333,10003,2018-02-28,1178335.3469089577,2018-02
17511,10003,2018-03-31,1193615.6599702428,2018-03
17689,10003,2018-04-30,1214446.5906819077,2018-04
17867,10003,2018-05-31,1240346.698902833,2018-05
18045,10003,2018-06-30,1261995.1130171656,2018-06
18223,10003,2018-07-31,1273784.7972486706,2018-07
18401,10003,2018-08-31,1280440.6335221443,2018-08
18579,10003,2018-09-30,1295630.2108574756,2018-09
18757,10003,2018-10-31,1308182.4379620429,2018-10
18935,10003,2018-11-30,1310484.1371381388,2018-11
19113,10003,2018-12-31,1300926.0983860216,2018-12
19291,10003,2019-01-31,1273659.1677729038,2019-01
19469,10003,2019-02-28,1253807.1813835222,2019-02
19647,10003,2019-03-31,1227071.8527704314,2019-03
19825,10003,2019-04-30,1211681.5780342412,2019-04
20003,10003,2019-05-31,1202306.2387896955,2019-05
20181,10003,2019-06-30,1205684.3287512318,2019-06
20359,10003,2019-07-31,1221708.4725446405,2019-07
20537,10003,2019-08-31,1231920.6733172592,2019-08
20715,10003,2019-09-30,1233642.8978748622,2019-09
20893,10003,2019-10-31,1226186.4769762857,2019-10
21071,10003,2019-11-30,1230410.6227291038,2019-11
21249,10003,2019-12-31,1235455.8835687183,2019-12
21427,10003,2020-01-31,1243586.5980112904,2020-01
21605,10003,2020-02-29,1236567.1397912654,2020-02
21783,10003,2020-03-31,1230789.2458028023,2020-03
21961,10003,2020-04-30,1221400.9584169576,2020-04
22139,10003,2020-05-31,1222740.3766317829,2020-05
22317,10003,2020-06-30,1218955.676772063,2020-06
22495,10003,2020-07-31,1225117.0862241166,2020-07
22673,10003,2020-08-31,1236622.3836113634,2020-08
22851,10003,2020-09-30,1270160.1396251088,2020-09
23029,10003,2020-10-31,1301954.5556306243,2020-10
23207,10003,2020-11-30,1322803.0217464205,2020-11
23385,10003,2020-12-31,1329902.4381007226,2020-12
23563,10003,2021-01-31,1328150.1856538295,2021-01
23741,10003,2021-02-28,1330550.1276259113,2021-02
23919,10003,2021-03-31,1334067.1774548842,2021-03
24097,10003,2021-04-30,1333938.2428912695,2021-04
24275,10003,2021-05-31,1336823.1526914744,2021-05
24453,10003,2021-06-30,1344430.7551571492,2021-06
24631,10003,2021-07-31,1361401.454295911,2021-07
24809,10003,2021-08-31,1374392.908392421,2021-08
24987,10003,2021-09-30,1377275.3587980226,2021-09
25165,10003,2021-10-31,1376807.6715676878,2021-10
25343,10003,2021-11-30,1382975.862227082,2021-11
25521,10003,2021-12-31,1390537.4277520154,2021-12
25699,10003,2022-01-31,1401443.5707127387,2022-01
25877,10003,2022-02-28,1413478.3950180572,2022-02
26055,10003,2022-03-31,1446845.91704779,2022-03
26233,10003,2022-04-30,1476792.4358953147,2022-04
26411,10003,2022-05-31,1507453.761940655,2022-05
26589,10003,2022-06-30,1525716.94892571,2022-06
26767,10003,2022-07-31,1527550.5622813266,2022-07
26945,10003,2022-08-31,1509084.3079768931,2022-08
27123,10003,2022-09-30,1472863.1240132016,2022-09
27301,10003,2022-10-31,1447125.8689091627,2022-10
27479,10003,2022-11-30,1422386.053601629,2022-11
27657,10003,2022-12-31,1398353.0231885358,2022-12
27835,10003,2023-01-31,1379885.3807389694,2023-01
176,10004,2010-01-31,858914.872981873,2010-01
354,10004,2010-02-28,855683.7220975008,2010-02
532,10004,2010-03-31,860360.7317939741,2010-03
710,10004,2010-04-30,860720.5592219237,2010-04
888,10004,2010-05-31,857042.3586933311,2010-05
1066,10004,2010-06-30,856393.7333406024,2010-06
1244,10004,2010-07-31,856513.7510920399,2010-07
1422,10004,2010-08-31,862500.5669442104,2010-08
1600,10004,2010-09-30,868492.9307948769,2010-09
1778,10004,2010-10-31,873954.8344062095,2010-10
1956,10004,2010-11-30,865967.7829412702,2010-11
2134,10004,2010-12-31,853501.4536685479,2010-12
2312,10004,2011-01-31,847357.9457037295,2011-01
2490,10004,2011-02-28,854154.7476242093,2011-02
2668,10004,2011-03-31,865829.7499703611,2011-03
2846,10004,2011-04-30,874842.4703249205,2011-04
3024,10004,2011-05-31,879148.7363662873,2011-05
3202,10004,2011-06-30,879220.3770677292,2011-06
3380,10004,2011-07-31,868064.2073887065,2011-07
3558,10004,2011-08-31,860299.8067373794,2011-08
3736,10004,2011-09-30,856624.2761557456,2011-09
3914,10004,2011-10-31,856881.3319731633,2011-10
4092,10004,2011-11-30,855718.9183319416,2011-11
4270,10004,2011-12-31,853717.8086765184,2011-12
4448,10004,2012-01-31,853854.8119965201,2012-01
4626,10004,2012-02-29,861589.4617703852,2012-02
4804,10004,2012-03-31,871755.8626973344,2012-03
4982,10004,2012-04-30,884386.5611385443,2012-04
5160,10004,2012-05-31,892621.5910317837,2012-05
5338,10004,2012-06-30,899335.4589262094,2012-06
5516,10004,2012-07-31,899754.8127781261,2012-07
5694,10004,2012-08-31,900564.7252188887,2012-08
5872,10004,2012-09-30,902137.4704668084,2012-09
6050,10004,2012-10-31,905876.6744129505,2012-10
6228,10004,2012-11-30,909812.490969234,2012-11
6406,10004,2012-12-31,913506.9501496122,2012-12
6584,10004,2013-01-31,921810.2203429472,2013-01
6762,10004,2013-02-28,935109.2460132737,2013-02
6940,10004,2013-03-31,950996.4253421244,2013-03
7118,10004,2013-04-30,964363.8345317808,2013-04
7296,10004,2013-05-31,970828.2685273099,2013-05
7474,10004,2013-06-30,975347.9519190064,2013-06
7652,10004,2013-07-31,979860.417568975,2013-07
7830,10004,2013-08-31,987502.8679917677,2013-08
8008,10004,2013-09-30,1000536.90807966,2013-09
8186,10004,2013-10-31,1023632.0778038036,2013-10
8364,10004,2013-11-30,1041674.6401218792,2013-11
8542,10004,2013-12-31,1053585.6875955162,2013-12
8720,10004,2014-01-31,1062787.660239899,2014-01
8898,10004,2014-02-28,1085625.2221509805,2014-02
9076,10004,2014-03-31,1111274.00267509,2014-03
9254,10004,2014-04-30,1126731.331454238,2014-04
9432,10004,2014-05-31,1133065.3902227816,2014-05
9610,10004,2014-06-30,1135896.149591765,2014-06
9788,10004,2014-07-31,1139772.5954657432,2014-07
9966,10004,2014-08-31,1146523.8455213357,2014-08
10144,10004,2014-09-30,1157758.9055925666,2014-09
10322,10004,2014-10-31,1177552.5609292474,2014-10
10500,10004,2014-11-30,1190753.1641592213,2014-11
10678,10004,2014-12-31,1196970.0382880515,2014-12
10856,10004,2015-01-31,1199103.8492015523,2015-01
11034,10004,2015-02-28,1207029.1780659712,2015-02
11212,10004,2015-03-31,1220180.3534525621,2015-03
11390,10004,2015-04-30,1230992.6374345985,2015-04
11568,10004,2015-05-31,1237926.311084483,2015-05
11746,10004,2015-06-30,1240761.684128563,2015-06
11924,10004,2015-07-31,1245031.2492733405,2015-07
12102,10004,2015-08-31,1249902.930617159,2015-08
12280,10004,2015-09-30,1260142.0941549435,2015-09
12458,10004,2015-10-31,1275679.6470564734,2015-10
12636,10004,2015-11-30,1288755.169939635,2015-11
12814,10004,2015-12-31,1303479.0098778687,2015-12
12992,10004,2016-01-31,1312248.42840717,2016-01
13170,10004,2016-02-29,1322918.518147043,2016-02
13348,10004,2016-03-31,1329101.79625797,2016-03
13526,10004,2016-04-30,1329577.6244353384,2016-04
13704,10004,2016-05-31,1328017.662070076,2016-05
13882,10004,2016-06-30,1326241.9229141455,2016-06
14060,10004,2016-07-31,1330592.350077457,2016-07
14238,10004,2016-08-31,1337623.2863108418,2016-08
14416,10004,2016-09-30,1344582.7830897851,2016-09
14594,10004,2016-10-31,1350651.5472261666,2016-10
14772,10004,2016-11-30,1357462.4312854523,2016-11
14950,10004,2016-12-31,1365594.4054891912,2016-12
15128,10004,2017-01-31,1372840.4565376195,2017-01
15306,10004,2017-02-28,1384915.5022658957,2017-02
15484,10004,2017-03-31,1395646.1773109166,2017-03
15662,10004,2017-04-30,1407193.5970581796,2017-04
15840,10004,2017-05-31,1411373.285321646,2017-05
16018,10004,2017-06-30,1419847.5203783198,2017-06
16196,10004,2017-07-31,1427594.3076046368,2017-07
16374,10004,2017-08-31,1434288.5289320285,2017-08
16552,10004,2017-09-30,1433081.005862521,2017-09
16730,10004,2017-10-31,1434926.740467743,2017-10
16908,10004,2017-11-30,1439001.4021082737,2017-11
17086,10004,2017-12-31,1449031.594739421,2017-12
17264,10004,2018-01-31,1454729.5163397575,2018-01
17442,10004,2018-02-28,1454957.9281636197,2018-02
17620,10004,2018-03-31,1452294.839706611,2018-03
17798,10004,2018-04-30,1448676.7866309874,2018-04
17976,10004,2018-05-31,1444644.8442685537,2018-05
18154,10004,2018-06-30,1431307.039685959,2018-06
18332,10004,2018-07-31,1410958.5778411238,2018-07
18510,10004,2018-08-31,1384120.176970784,2018-08
18688,10004,2018-09-30,1359333.2162819651,2018-09
18866,10004,2018-10-31,1328619.5847839254,2018-10
19044,10004,2018-11-30,1298453.3271322798,2018-11
19222,10004,2018-12-31,1267130.6203553192,2018-12
19400,10004,2019-01-31,1244937.0917027884,2019-01
19578,10004,2019-02-28,1227111.9992444923,2019-02
19756,10004,2019-03-31,1210879.150189396,2019-03
19934,10004,2019-04-30,1197689.9014721888,2019-04
20112,10004,2019-05-31,1192776.967477087,2019-05
20290,10004,2019-06-30,1193829.9386262286,2019-06
20468,10004,2019-07-31,1201725.3089458726,2019-07
20646,10004,2019-08-31,1205627.1942966331,2019-08
20824,10004,2019-09-30,1206747.1338529524,2019-09
21002,10004,2019-10-31,1204021.4981284265,2019-10
21180,10004,2019-11-30,1203554.8413214337,2019-11
21358,10004,2019-12-31,1208017.1369670213,2019-12
21536,10004,2020-01-31,1208716.8793507915,2020-01
21714,10004,2020-02-29,1201573.068509492,2020-02
21892,10004,2020-03-31,1185690.5106114566,2020-03
22070,10004,2020-04-30,1170329.7841281465,2020-04
22248,10004,2020-05-31,1159980.3801895196,2020-05
22426,10004,2020-06-30,1151995.264783685,2020-06
22604,10004,2020-07-31,1150462.1216489242,2020-07
22782,10004,2020-08-31,1152936.9584029173,2020-08
22960,10004,2020-09-30,1160744.1506557965,2020-09
23138,10004,2020-10-31,1164772.9280173092,2020-10
23316,10004,2020-11-30,1161114.761606552,2020-11
23494,10004,2020-12-31,1152985.9627383715,2020-12
23672,10004,2021-01-31,1144157.0895098269,2021-01
23850,10004,2021-02-28,1133168.8494286845,2021-02
24028,10004,2021-03-31,1123244.2490232566,2021-03
24206,10004,2021-04-30,1111619.2402134498,2021-04
24384,10004,2021-05-31,1109007.5827791088,2021-05
24562,10004,2021-06-30,1110701.9421596322,2021-06
24740,10004,2021-07-31,1116679.7450727352,2021-07
24918,10004,2021-08-31,1120927.784253024,2021-08
25096,10004,2021-09-30,1120017.276440873,2021-09
25274,10004,2021-10-31,1121051.8066485096,2021-10
25452,10004,2021-11-30,1124656.7390331922,2021-11
25630,10004,2021-12-31,1125506.447820288,2021-12
25808,10004,2022-01-31,1111633.0489567996,2022-01
25986,10004,2022-02-28,1092076.1696874348,2022-02
26164,10004,2022-03-31,1074863.7071495804,2022-03
26342,10004,2022-04-30,1066111.1351852315,2022-04
26520,10004,2022-05-31,1059783.417775814,2022-05
26698,10004,2022-06-30,1051904.9934826784,2022-06
26876,10004,2022-07-31,1040537.9353814148,2022-07
27054,10004,2022-08-31,1026729.4007814914,2022-08
27232,10004,2022-09-30,1011355.409155427,2022-09
27410,10004,2022-10-31,1002729.9277246959,2022-10
27588,10004,2022-11-30,997317.4825758254,2022-11
27766,10004,2022-12-31,996735.6126396713,2022-12
27944,10004,2023-01-31,994797.8470614549,2023-01
172,10005,2010-01-31,833630.3069565318,2010-01
350,10005,2010-02-28,832540.6123274019,2010-02
528,10005,2010-03-31,842862.8514542462,2010-03
706,10005,2010-04-30,846547.3502909462,2010-04
884,10005,2010-05-31,845992.7138869179,2010-05
1062,10005,2010-06-30,846074.4757374802,2010-06
1240,10005,2010-07-31,849886.454562745,2010-07
1418,10005,2010-08-31,855985.2250411693,2010-08
1596,10005,2010-09-30,859147.4503998985,2010-09
1774,10005,2010-10-31,858796.4019753684,2010-10
1952,10005,2010-11-30,850573.9450196064,2010-11
2130,10005,2010-12-31,842660.9005427016,2010-12
2308,10005,2011-01-31,837657.1527081368,2011-01
2486,10005,2011-02-28,840961.0878932575,2011-02
2664,10005,2011-03-31,846165.3590988001,2011-03
2842,10005,2011-04-30,851826.6526180138,2011-04
3020,10005,2011-05-31,856193.9648503063,2011-05
3198,10005,2011-06-30,861154.7056550217,2011-06
3376,10005,2011-07-31,862184.9495159864,2011-07
3554,10005,2011-08-31,865016.7038021864,2011-08
3732,10005,2011-09-30,868026.6774937627,2011-09
3910,10005,2011-10-31,867904.0744677953,2011-10
4088,10005,2011-11-30,864605.2185234381,2011-11
4266,10005,2011-12-31,860019.7628747461,2011-12
4444,10005,2012-01-31,857624.328445983,2012-01
4622,10005,2012-02-29,857684.725097232,2012-02
4800,10005,2012-03-31,859476.3943624819,2012-03
4978,10005,2012-04-30,866994.7111747124,2012-04
5156,10005,2012-05-31,875436.3882111828,2012-05
5334,10005,2012-06-30,885713.8663089328,2012-06
5512,10005,2012-07-31,893196.8183649001,2012-07
5690,10005,2012-08-31,900377.5326404622,2012-08
5868,10005,2012-09-30,904518.5993716676,2012-09
6046,10005,2012-10-31,903220.0998377176,2012-10
6224,10005,2012-11-30,899780.111784657,2012-11
6402,10005,2012-12-31,897950.2680690456,2012-12
6580,10005,2013-01-31,901599.17734562,2013-01
6758,10005,2013-02-28,910635.4867890113,2013-02
6936,10005,2013-03-31,921732.1910283313,2013-03
7114,10005,2013-04-30,932362.7835529108,2013-04
7292,10005,2013-05-31,936912.355880403,2013-05
7470,10005,2013-06-30,939184.628610064,2013-06
7648,10005,2013-07-31,939675.2913071192,2013-07
7826,10005,2013-08-31,943366.6096139195,2013-08
8004,10005,2013-09-30,951310.0025263536,2013-09
8182,10005,2013-10-31,965488.81889756,2013-10
8360,10005,2013-11-30,973799.6794764716,2013-11
8538,10005,2013-12-31,977915.5996986872,2013-12
8716,10005,2014-01-31,979927.330411078,2014-01
8894,10005,2014-02-28,990407.1160464848,2014-02
9072,10005,2014-03-31,1001819.4732442754,2014-03
9250,10005,2014-04-30,1014968.006709946,2014-04
9428,10005,2014-05-31,1028221.1234216201,2014-05
9606,10005,2014-06-30,1042485.2843257901,2014-06
9784,10005,2014-07-31,1054051.5955487425,2014-07
